chrom	length	bases	mean	min	max
TE_00002457#DNA/DTA	2316	99624	43.02	4	95
TE_00002458_LTR#LTR/Gypsy	999	406842	407.25	37	988
TE_00002459_LTR#LTR/Copia	256	3559	13.90	1	22
TE_00002460#DNA/DTC	4553	3206460	704.25	13	2181
TE_00002461_LTR#LTR/Gypsy	1148	934094	813.67	168	1659
TE_00002462_LTR#LTR/Copia	210	1755	8.36	3	14
TE_00002463#DNA/DTM	863	18737	21.71	2	77
TE_00002464#DNA/DTM	1688	51300	30.39	0	247
TE_00002465#DNA/Helitron	1807	18043	9.99	1	50
TE_00002466_INT#LTR/Copia	4435	6249964	1409.24	1	2045
TE_00002467#DNA/DTH	2228	230244	103.34	2	292
TE_00002468#DNA/DTC	1270	633418	498.75	0	6655
TE_00002469_LTR#LTR/Gypsy	259	3739	14.44	0	70
TE_00002470#DNA/DTA	702	75698	107.83	49	242
TE_00002471_LTR#LTR/Gypsy	3946	2100137	532.22	4	4097
TE_00002472_LTR#LTR/Copia	118	82462	698.83	206	791
TE_00002473#DNA/DTC	3413	493772	144.67	0	429
TE_00002474#DNA/DTT	533	2085	3.91	0	9
TE_00002475#MITE/DTM	304	5244	17.25	0	51
TE_00002476_LTR#LTR/Gypsy	359	4837	13.47	2	27
TE_00002477_INT#LTR/Copia	2363	1519069	642.86	22	2105
TE_00002478_LTR#LTR/Copia	2446	62872387	25704.16	52	49325
TE_00002479#MITE/DTA	518	5574	10.76	0	20
TE_00002480#DNA/Helitron	377	20372	54.04	0	97
TE_00002481#MITE/DTT	147	546	3.71	0	8
TE_00002482_LTR#LTR/Copia	231	1452	6.29	3	9
TE_00002483_INT#LTR/Gypsy	155	117977	761.14	90	1009
TE_00002484_INT#LTR/Gypsy	4865	48520	9.97	2	172
TE_00002486#MITE/DTA	191	8398	43.97	23	54
TE_00002487#MITE/DTT	244	2250	9.22	3	19
TE_00002488#MITE/DTT	222	13956	62.86	6	122
TE_00002489#DNA/DTT	1880	23547	12.53	0	143
TE_00002490#MITE/DTA	378	59443	157.26	2	487
TE_00002491_INT#LTR/Gypsy	3500	3017341	862.10	2	3093
TE_00002493#MITE/DTT	246	478	1.94	0	8
TE_00002494_LTR#LTR/Gypsy	126	439	3.48	0	4
TE_00002495#DNA/DTC	1624	27087	16.68	1	36
TE_00002496_INT#LTR/Gypsy	804	869252	1081.16	0	13486
TE_00002497_INT#LTR/Gypsy	4503	1400717	311.06	0	1433
TE_00002499#DNA/DTM	1138	4830	4.24	0	20
TE_00002500_INT#LTR/Copia	4919	1706188	346.86	0	2669
TE_00002501_INT#LTR/Copia	4308	155038	35.99	2	175
TE_00002502_LTR#LTR/Copia	379	57649	152.11	48	260
TE_00002503#DNA/DTT	824	9694	11.76	0	97
TE_00002504_LTR#LTR/Gypsy	4030	2439341	605.30	11	1281
TE_00002505_INT#LTR/Gypsy	202	46914	232.25	0	895
TE_00002506_INT#LTR/Copia	690	317324	459.89	0	2186
TE_00002507#DNA/DTM	1717	30472	17.75	0	103
TE_00002508_INT#LTR/Gypsy	2712	2668252	983.87	1	5190
TE_00002510#DNA/DTM	967	24853	25.70	0	58
TE_00002511#DNA/DTT	1276	18568	14.55	0	109
TE_00002513#DNA/DTM	1572	42881	27.28	2	69
TE_00002514#MITE/DTH	453	15934	35.17	0	148
TE_00002515_INT#LTR/Gypsy	4876	1987944	407.70	2	1182
TE_00002516#DNA/DTM	4629	1369560	295.87	0	530
TE_00002517#DNA/DTC	2264	6894	3.05	0	52
TE_00002518#DNA/DTM	1174	5958	5.07	0	19
TE_00002519#DNA/Helitron	3625	58960	16.26	0	143
TE_00002520#DNA/DTC	4126	2215799	537.03	0	1147
TE_00002521_INT#LTR/Gypsy	1264	636191	503.32	0	1864
TE_00002522#DNA/DTT	1466	457024	311.75	1	1304
TE_00002523_INT#LTR/Gypsy	198	143	0.72	0	1
TE_00002525#DNA/DTC	3887	44436	11.43	0	66
TE_00002527#MITE/DTA	538	8286	15.40	1	27
TE_00002528#DNA/DTA	831	16564	19.93	9	33
TE_00002529_INT#LTR/Gypsy	3336	4877652	1462.13	16	5676
TE_00002530#DNA/DTC	362	9398	25.96	0	53
TE_00002531_LTR#LTR/Copia	242	4765	19.69	4	35
TE_00002532#DNA/DTH	769	6494	8.44	2	97
TE_00002537#DNA/Helitron	2815	19066	6.77	0	64
TE_00002538_LTR#LTR/Copia	3634	79917552	21991.62	70	38193
TE_00002540#DNA/DTM	1364	22709	16.65	3	48
TE_00002541#DNA/Helitron	2819	29032	10.30	0	58
TE_00002542_INT#LTR/Copia	2856	3080679	1078.67	0	3624
TE_00002543#DNA/DTT	822	338275	411.53	0	2471
TE_00002544#DNA/DTH	106	536	5.06	0	13
TE_00002545#MITE/DTA	157	2640	16.82	5	25
TE_00002546_INT#LTR/Gypsy	1828	531426	290.71	0	1480
TE_00002548#DNA/DTT	3509	118643	33.81	0	412
TE_00002549_INT#LTR/Gypsy	4858	37457	7.71	1	33
TE_00002550#DNA/DTC	1282	115522	90.11	0	570
TE_00002551#MITE/DTH	123	496	4.03	1	10
TE_00002552_INT#LTR/Gypsy	686	442302	644.76	13	1173
TE_00002554_INT#LTR/Gypsy	356	56700	159.27	0	397
TE_00002555_INT#LTR/Copia	4023	131726	32.74	0	162
TE_00002556#DNA/DTH	2422	801231	330.81	29	821
TE_00002557_INT#LTR/Copia	4482	183220	40.88	0	158
TE_00002558#DNA/DTM	264	8885	33.66	0	126
TE_00002559#MITE/DTT	516	2185	4.23	0	12
TE_00002560_INT#LTR/Gypsy	5899	1497079	253.79	0	1068
TE_00002561#DNA/DTT	4122	76645	18.59	0	162
TE_00002562_INT#LTR/Copia	228	115	0.50	0	1
TE_00002563_INT#LTR/Gypsy	617	193780	314.07	0	534
TE_00002564#DNA/Helitron	5135	53618	10.44	0	111
TE_00002565#DNA/DTC	3469	776404	223.81	1	888
TE_00002566#MITE/DTT	523	3279	6.27	0	19
TE_00002567#DNA/Helitron	511	2405	4.71	0	25
TE_00002568#DNA/DTH	2799	47952	17.13	0	102
TE_00002569_INT#LTR/Gypsy	5570	7122550	1278.73	0	3477
TE_00002570#DNA/Helitron	3620	11145	3.08	0	23
TE_00002572#MITE/DTT	235	5118	21.78	0	48
TE_00002573_INT#LTR/Gypsy	157	7620	48.54	0	175
TE_00002575#DNA/DTA	844	3851	4.56	0	14
TE_00002576_INT#LTR/Gypsy	9775	1651106	168.91	0	392
TE_00002577_INT#LTR/Gypsy	1910	67792	35.49	0	163
TE_00002578#MITE/DTM	280	6428	22.96	10	29
TE_00002579#DNA/DTA	1948	128356	65.89	0	442
TE_00002580_INT#LTR/Copia	3470	1818541	524.08	0	2110
TE_00002581_INT#LTR/Gypsy	105	4084	38.90	0	66
TE_00002582#DNA/DTC	1355	118573	87.51	2	283
TE_00002583#DNA/DTT	2808	579717	206.45	0	1121
TE_00002584#MITE/DTT	402	21692	53.96	3	152
TE_00002585_LTR#LTR/Gypsy	292	8496	29.10	9	87
TE_00002586#DNA/DTT	1248	24358	19.52	0	151
TE_00002587#DNA/DTT	1513	79239	52.37	0	160
TE_00002588#DNA/DTC	145	771	5.32	0	8
TE_00002590_INT#LTR/Gypsy	558	224422	402.19	0	1028
TE_00002591#MITE/DTH	365	14253	39.05	3	137
TE_00002592_LTR#LTR/Gypsy	3765	24542248	6518.53	9	20948
TE_00002593#DNA/DTC	3481	255150	73.30	0	202
TE_00002594_INT#LTR/Copia	4294	36880	8.59	1	36
TE_00002596#MITE/DTT	362	592	1.64	0	6
TE_00002597#DNA/DTM	1296	67833	52.34	0	106
TE_00002598_INT#LTR/Gypsy	5938	3561713	599.82	0	2364
TE_00002599#DNA/DTC	3897	2675948	686.67	0	2199
TE_00002600_INT#LTR/Gypsy	2084	1111577	533.39	2	2137
TE_00002601#DNA/DTH	1817	164439	90.50	5	223
TE_00002602#DNA/Helitron	1374	33904	24.68	0	985
TE_00002603#DNA/DTM	4049	25439	6.28	0	62
TE_00002604#MITE/DTA	534	192792	361.03	166	539
TE_00002605#DNA/DTA	864	14292	16.54	2	44
TE_00002606#DNA/DTH	2749	281360	102.35	0	445
TE_00002607#DNA/DTT	1319	7555	5.73	0	250
TE_00002608#DNA/DTT	2872	41457	14.43	0	344
TE_00002609#MITE/DTT	96	5117	53.30	0	73
TE_00002610#DNA/DTH	1489	4731	3.18	0	12
TE_00002612#MITE/DTA	190	9347	49.19	4	78
TE_00002615#MITE/DTH	265	74275	280.28	0	421
TE_00002616#DNA/DTM	965	30069	31.16	0	121
TE_00002618#MITE/DTT	305	3823	12.53	0	32
TE_00002623#MITE/DTH	138	5863	42.49	24	55
TE_00002624_LTR#LTR/Gypsy	442	6068	13.73	4	28
TE_00002625#DNA/DTM	1222	3459	2.83	0	25
TE_00002627#DNA/DTC	3869	34329	8.87	0	65
TE_00002628#DNA/DTC	1614	50545	31.32	2	56
TE_00002629#DNA/DTC	3393	554427	163.40	4	570
TE_00002630#DNA/Helitron	1623	313804	193.35	0	1471
TE_00002631#DNA/DTM	1495	23125	15.47	0	54
TE_00002632#DNA/DTH	1078	8457	7.85	0	40
TE_00002633#DNA/DTT	835	2063	2.47	0	9
TE_00002634_INT#LTR/Copia	1068	272239	254.91	0	789
TE_00002635_INT#LTR/Copia	2313	473568	204.74	0	1151
TE_00002636_INT#LTR/Copia	4644	273614	58.92	22	195
TE_00002637#MITE/DTA	152	548	3.61	1	9
TE_00002638#DNA/DTM	3334	159454	47.83	1	169
TE_00002639_LTR#LTR/Gypsy	488	5869681	12028.03	1455	27254
TE_00002641#DNA/DTT	1230	3998	3.25	0	13
TE_00002642#DNA/DTH	1183	44734	37.81	1	133
TE_00002643_INT#LTR/Gypsy	104	451	4.34	0	10
TE_00002644_LTR#LTR/Copia	1691	24234193	14331.28	1577	39167
TE_00002645#DNA/DTT	2441	143583	58.82	0	361
TE_00002648#DNA/DTT	702	1915	2.73	1	7
TE_00002651#DNA/DTT	416	125622	301.98	2	805
TE_00002652_INT#LTR/Gypsy	124	10368	83.61	1	150
TE_00002653#DNA/DTC	2968	17804230	5998.73	0	8973
TE_00002655#MITE/DTT	106	482	4.55	1	9
TE_00002656#MITE/DTA	466	40218	86.30	2	130
TE_00002657_INT#LTR/Gypsy	145	49892	344.08	0	544
TE_00002658_INT#LTR/Gypsy	4704	48973	10.41	0	49
TE_00002659_LTR#LTR/Gypsy	260	7319	28.15	7	41
TE_00002660#DNA/DTC	3018	86248	28.58	0	95
TE_00002661#DNA/Helitron	286	859	3.00	1	10
TE_00002662_INT#LTR/Copia	1144	4975776	4349.45	25	6690
TE_00002663#MITE/DTH	108	1879	17.40	6	27
TE_00002664_INT#LTR/Gypsy	4720	19188	4.07	0	112
TE_00002665_LTR#LTR/Copia	223	2857	12.81	2	34
TE_00002666_INT#LTR/Gypsy	1385	519826	375.33	0	1941
TE_00002667#MITE/DTT	210	2395	11.40	1	22
TE_00002668#DNA/DTA	810	6138	7.58	1	29
TE_00002669#DNA/DTA	1227	4758	3.88	0	14
TE_00002670#DNA/Helitron	1878	278515	148.30	0	1727
TE_00002671#DNA/Helitron	218	2122	9.73	0	18
TE_00002672#DNA/DTM	1617	368223	227.72	2	1541
TE_00002674_INT#LTR/Gypsy	2289	1821489	795.76	0	4199
TE_00002675_INT#LTR/Copia	4544	27682	6.09	1	43
TE_00002676#DNA/DTM	1011	17250	17.06	0	43
TE_00002677_INT#LTR/Gypsy	2260	32256	14.27	0	58
TE_00002678#MITE/DTT	356	838	2.35	0	6
TE_00002680#MITE/DTT	316	4924	15.58	0	27
TE_00002683#DNA/DTM	756	19823	26.22	0	327
TE_00002684#DNA/DTH	1092	7639	7.00	0	65
TE_00002685#MITE/DTA	146	3136	21.48	9	31
TE_00002686_INT#LTR/Gypsy	1315	3085875	2346.67	0	14323
TE_00002687_INT#LTR/Copia	2309	162218	70.25	0	1237
TE_00002688#DNA/Helitron	13818	702887	50.87	0	670
TE_00002689#DNA/DTC	2269	814064	358.78	0	1360
TE_00002690#DNA/DTH	1380	45288	32.82	1	277
TE_00002691_INT#LTR/Copia	2041	5967842	2923.98	0	4603
TE_00002692#DNA/DTC	4877	254250	52.13	1	412
TE_00002693_INT#LTR/Gypsy	365	12357	33.85	0	178
TE_00002694#DNA/DTA	1216	28942	23.80	2	52
TE_00002695#DNA/DTT	1368	13110	9.58	0	54
TE_00002696#DNA/DTC	981	67919	69.23	2	232
TE_00002698_INT#LTR/Gypsy	5057	602195	119.08	1	347
TE_00002699#DNA/DTC	110	6025	54.77	0	133
TE_00002703_LTR#LTR/Copia	137	11106	81.07	1	122
TE_00002704_INT#LTR/Copia	2614	1437753	550.02	0	2047
TE_00002705#DNA/DTA	798	8883	11.13	2	19
TE_00002706_INT#LTR/Gypsy	1347	3642578	2704.22	65	5843
TE_00002707_INT#LTR/Gypsy	1595	5301903	3324.08	0	8004
TE_00002709#MITE/DTT	197	481	2.44	0	10
TE_00002712#MITE/DTA	336	1429	4.25	0	10
TE_00002713_INT#LTR/Gypsy	3156	765210	242.46	0	430
TE_00002714#DNA/DTH	1553	2385	1.54	0	7
TE_00002715_LTR#LTR/Gypsy	998	25544	25.60	4	60
TE_00002716#DNA/DTM	855	149301	174.62	0	571
TE_00002718#MITE/DTT	324	38019	117.34	5	273
TE_00002721_INT#LTR/Gypsy	1217	1167858	959.62	43	2583
TE_00002723#DNA/DTC	1018	23219	22.81	3	206
TE_00002725_INT#LTR/Copia	5125	688159	134.27	3	274
TE_00002726#DNA/DTT	2364	23788	10.06	0	32
TE_00002727#DNA/Helitron	2029	234706	115.68	2	281
TE_00002728#DNA/DTT	703	5340	7.60	1	22
TE_00002729#DNA/DTM	1261	15294	12.13	1	37
TE_00002731_INT#LTR/Copia	3718	966858	260.05	0	845
TE_00002732_INT#LTR/Gypsy	3041	1370147	450.56	4	1450
TE_00002733_LTR#LTR/Gypsy	1036	292562	282.40	7	1280
TE_00002734#DNA/Helitron	3605	40192	11.15	2	45
TE_00002735#DNA/DTM	3539	87044	24.60	1	62
TE_00002736_INT#LTR/Copia	936	783595	837.17	0	1796
TE_00002737_INT#LTR/Gypsy	4958	737808	148.81	2	432
TE_00002738_LTR#LTR/Gypsy	328	492	1.50	0	3
TE_00002739_INT#LTR/Gypsy	837	63318	75.65	3	224
TE_00002740_LTR#LTR/Gypsy	1001	4044218	4040.18	6	8731
TE_00002741_LTR#LTR/Gypsy	2609	6568695	2517.71	5	6940
TE_00002742_INT#LTR/Gypsy	5214	65924	12.64	0	44
TE_00002744#DNA/DTC	3348	146414	43.73	3	159
TE_00002746_LTR#LTR/Gypsy	1062	547233	515.29	18	1936
TE_00002747_INT#LTR/Gypsy	1031	1007147	976.86	22	2396
TE_00002748#MITE/DTT	233	1294	5.55	0	30
TE_00002751#DNA/DTT	2721	16012	5.88	0	60
TE_00002752#DNA/DTT	4316	113983	26.41	1	129
TE_00002753#MITE/DTT	381	5377	14.11	1	85
TE_00002754#DNA/DTA	3400	128519	37.80	1	115
TE_00002755#DNA/DTT	1207	34112	28.26	0	202
TE_00002756_INT#LTR/Gypsy	1885	1420711	753.69	0	2166
TE_00002757#DNA/DTC	340	14662	43.12	0	75
TE_00002758#DNA/DTT	2159	13395	6.20	0	33
TE_00002759#DNA/DTC	3805	3648034	958.75	0	2587
TE_00002760_INT#LTR/Copia	4510	61053	13.54	1	55
TE_00002761#DNA/DTT	1022	10185	9.97	0	404
TE_00002762_INT#LTR/Gypsy	245	39284	160.34	0	578
TE_00002763#DNA/DTM	930	27664	29.75	10	42
TE_00002765#DNA/DTH	2211	129284	58.47	2	203
TE_00002766_LTR#LTR/Gypsy	875	43603	49.83	2	165
TE_00002767_INT#LTR/Copia	4689	2234188	476.47	0	2099
TE_00002769_INT#LTR/Gypsy	139	45213	325.27	0	561
TE_00002770_LTR#LTR/Copia	128	56826	443.95	127	523
TE_00002771#DNA/DTH	1960	138055	70.44	3	248
TE_00002772_INT#LTR/Gypsy	366	185097	505.73	1	721
TE_00002773_INT#LTR/Gypsy	374	11979	32.03	0	113
TE_00002774_INT#LTR/Gypsy	5386	3089412	573.60	15	1951
TE_00002775_LTR#LTR/Copia	506	11206	22.15	9	67
TE_00002777#MITE/DTT	467	1795	3.84	0	20
TE_00002778_LTR#LTR/Copia	162	14428	89.06	11	113
TE_00002779#DNA/DTH	1719	134937	78.50	0	258
TE_00002780_LTR#LTR/Gypsy	319	35785	112.18	25	188
TE_00002782#DNA/DTC	1108	16122	14.55	0	68
TE_00002783_INT#LTR/Gypsy	91	1219	13.40	0	24
TE_00002784_LTR#LTR/Copia	559	105327	188.42	40	253
TE_00002785#DNA/DTT	2777	7234	2.60	0	16
TE_00002786_INT#LTR/Gypsy	4174	11074927	2653.31	1	15015
TE_00002787#MITE/DTT	303	98844	326.22	117	454
TE_00002788_INT#LTR/Gypsy	7670	4143895	540.27	8	2595
TE_00002789_LTR#LTR/Gypsy	372	1890	5.08	2	9
TE_00002790_INT#LTR/Copia	4670	104600	22.40	5	670
TE_00002791#DNA/Helitron	2208	35797	16.21	2	161
TE_00002792_LTR#LTR/Copia	153	1427060	9327.19	56	20681
TE_00002793#DNA/DTH	1655	3137	1.90	0	10
TE_00002795_LTR#LTR/Gypsy	3056	10208363	3340.43	68	11216
TE_00002796_INT#LTR/Gypsy	4602	92050	20.00	1	1542
TE_00002797_INT#LTR/Gypsy	927	430971	464.91	2	1287
TE_00002798#MITE/DTA	167	6625	39.67	29	48
TE_00002799#MITE/DTM	103	1230	11.94	3	17
TE_00002800_INT#LTR/Gypsy	1238	879605	710.50	0	1296
TE_00002801#DNA/DTT	2370	11440815	4827.35	2	12781
TE_00002802_INT#LTR/Gypsy	3987	2647198	663.96	2	2821
TE_00002803_LTR#LTR/Gypsy	4169	1350271	323.88	3	2026
TE_00002804_LTR#LTR/Gypsy	122	5715	46.84	5	71
TE_00002805#DNA/DTC	3456	699800	202.49	0	1272
TE_00002807#DNA/DTC	721	6893	9.56	0	50
TE_00002808_INT#LTR/Gypsy	1992	1586234	796.30	23	2269
TE_00002809_INT#LTR/Gypsy	1081	737893	682.60	0	1902
TE_00002810#DNA/Helitron	10982	193332	17.60	0	544
TE_00002811_INT#LTR/Copia	6918	3963170	572.88	0	2033
TE_00002812#MITE/DTA	157	3914	24.93	12	45
TE_00002813_INT#LTR/Gypsy	4627	1164602	251.70	4	1306
TE_00002814_LTR#LTR/Copia	1029	498837	484.78	5	1092
TE_00002815_INT#LTR/Gypsy	10233	9306651	909.47	0	3079
TE_00002816#MITE/DTA	161	124	0.77	0	5
TE_00002817#DNA/Helitron	5712	90432	15.83	0	885
TE_00002818#DNA/DTM	2173	13570	6.24	0	17
TE_00002820#DNA/DTM	4281	10533	2.46	0	60
TE_00002821_INT#LTR/Gypsy	669	985481	1473.07	0	3900
TE_00002822_INT#LTR/Copia	6101	3209689	526.09	1	2637
TE_00002823_INT#LTR/Gypsy	3040	2317697	762.40	4	1029
TE_00002824_INT#LTR/Gypsy	1408	9021022	6406.98	6	22572
TE_00002825#DNA/DTH	1717	35992	20.96	1	99
TE_00002826#DNA/DTC	1743	19599	11.24	0	51
TE_00002829_INT#LTR/Copia	4847	58464	12.06	0	48
TE_00002831#MITE/DTT	316	1805	5.71	0	15
TE_00002832#DNA/DTC	1950	18690	9.58	1	114
TE_00002834_LTR#LTR/Copia	137	3508	25.61	9	41
TE_00002835_INT#LTR/Gypsy	147	42241	287.35	52	365
TE_00002837#DNA/DTM	3415	19821	5.80	0	25
TE_00002838_INT#LTR/Copia	4041	63713	15.77	0	57
TE_00002839_LTR#LTR/Gypsy	353	2545	7.21	1	13
TE_00002840_LTR#LTR/Gypsy	323	7921	24.52	13	45
TE_00002843#DNA/DTA	1024	12939	12.64	2	57
TE_00002844#MITE/DTM	524	31851	60.78	0	169
TE_00002845_INT#LTR/Copia	340	71631	210.68	1	733
TE_00002846#DNA/DTM	2499	101757	40.72	1	243
TE_00002848_LTR#LTR/Gypsy	95	337	3.55	1	5
TE_00002849_INT#LTR/Gypsy	712	5978	8.40	0	42
TE_00002850_INT#LTR/Gypsy	2213	1902506	859.70	0	2393
TE_00002851_INT#LTR/Copia	4751	120591	25.38	1	66
TE_00002852_INT#LTR/Gypsy	747	1339368	1793.00	0	8960
TE_00002853#DNA/DTM	1359	31627	23.27	1	102
TE_00002854_LTR#LTR/Gypsy	332	2474	7.45	1	15
TE_00002855#DNA/DTT	681	7207	10.58	1	42
TE_00002856_LTR#LTR/Gypsy	3592	2583485	719.23	7	4241
TE_00002857_INT#LTR/Copia	879	112541	128.03	0	332
TE_00002858#DNA/DTT	2957	3449474	1166.55	2	2625
TE_00002859#DNA/DTT	2248	13423	5.97	0	72
TE_00002860#DNA/DTH	985	7236	7.35	0	55
TE_00002861#DNA/DTT	693	3225	4.65	0	16
TE_00002863_LTR#LTR/Copia	399	541435	1356.98	0	1905
TE_00002864_INT#LTR/Copia	1421	602435	423.95	7	966
TE_00002865_LTR#LTR/Gypsy	485	3724053	7678.46	1	19337
TE_00002866#MITE/DTT	308	909	2.95	1	5
TE_00002867_LTR#LTR/Gypsy	553	28632	51.78	9	98
TE_00002868_LTR#LTR/Copia	2628	1108189	421.69	59	935
TE_00002869_INT#LTR/Gypsy	7596	4893212	644.18	4	3421
TE_00002871_LTR#LTR/Gypsy	964	250212	259.56	21	582
TE_00002872#DNA/DTC	3607	133831	37.10	2	532
TE_00002873#DNA/DTA	960	4405	4.59	0	16
TE_00002875#DNA/DTC	427	1409	3.30	0	9
TE_00002876_INT#LTR/Gypsy	7735	3558127	460.00	0	2754
TE_00002877#DNA/DTC	308	2170	7.05	1	15
TE_00002879_INT#LTR/Gypsy	2464	972456	394.67	0	1527
TE_00002880#DNA/DTC	1864	381018	204.41	0	767
TE_00002881#MITE/DTM	421	32500	77.20	8	271
TE_00002882_INT#LTR/Gypsy	5007	66708	13.32	4	35
TE_00002883#DNA/DTH	915	19513	21.33	1	103
TE_00002884#DNA/DTC	939	16129	17.18	0	60
TE_00002885_INT#LTR/Gypsy	120	17709	147.57	0	351
TE_00002886#MITE/DTT	241	387	1.61	0	4
TE_00002887_LTR#LTR/Gypsy	3239	1495118	461.60	12	1534
TE_00002888_INT#LTR/Gypsy	1288	3062892	2378.02	25	6885
TE_00002889_INT#LTR/Gypsy	392	40895	104.32	0	227
TE_00002890_INT#LTR/Gypsy	3798	2483265	653.83	6	1615
TE_00002891_INT#LTR/Gypsy	6976	1552915	222.61	0	1398
TE_00002892#MITE/DTM	423	29184	68.99	6	170
TE_00002893#MITE/DTT	421	1556	3.70	0	14
TE_00002894_INT#LTR/Copia	4402	83810	19.04	2	42
TE_00002895_INT#LTR/Gypsy	684	180309	263.61	35	526
TE_00002896#DNA/DTT	3613	43383	12.01	0	112
TE_00002897#DNA/DTC	93	438	4.71	0	9
TE_00002898#MITE/DTT	161	5969	37.07	1	121
TE_00002899_INT#LTR/Copia	1296	210385	162.33	1	454
TE_00002904#MITE/DTH	296	8049	27.19	2	69
TE_00002905#DNA/DTA	2488	530629	213.28	3	619
TE_00002907#DNA/DTT	4153	86320	20.78	0	173
TE_00002908_LTR#LTR/Gypsy	943	359694	381.44	8	1131
TE_00002909#MITE/DTA	143	2143	14.99	3	35
TE_00002910_INT#LTR/Gypsy	196	7136	36.41	0	59
TE_00002911#DNA/DTC	2748	127737	46.48	1	116
TE_00002912#DNA/DTM	872	5283	6.06	1	12
TE_00002913_LTR#LTR/Gypsy	450	3629	8.06	3	14
TE_00002914_INT#LTR/Gypsy	199	58130	292.11	0	393
TE_00002915#DNA/DTT	1197	221538	185.08	0	817
TE_00002916_LTR#LTR/Copia	128	4743	37.05	18	50
TE_00002918#DNA/DTT	2054	14600	7.11	0	115
TE_00002919_INT#LTR/Gypsy	248	1446	5.83	0	17
TE_00002920#DNA/DTT	563	1191	2.12	0	16
TE_00002922#DNA/DTH	1762	73644	41.80	1	245
TE_00002923_INT#LTR/Gypsy	5693	1956394	343.65	3	773
TE_00002924#DNA/DTC	127	0	0.00	0	0
TE_00002925_INT#LTR/Gypsy	154	10686	69.39	4	132
TE_00002926#DNA/DTT	566	66198	116.96	0	297
TE_00002927#DNA/DTH	2121	572202	269.78	0	464
TE_00002928_INT#LTR/Gypsy	4825	9829675	2037.24	0	9467
TE_00002930#DNA/DTM	4838	52759	10.91	0	63
TE_00002931_INT#LTR/Gypsy	4941	4184974	846.99	5	2672
TE_00002932#DNA/DTT	1401	9141	6.52	0	55
TE_00002933#MITE/DTT	191	23974	125.52	0	247
TE_00002934#MITE/DTM	98	2120	21.63	5	48
TE_00002935#DNA/Helitron	185	143329	774.75	0	1301
TE_00002936_LTR#LTR/Gypsy	4030	1201272	298.08	0	1689
TE_00002938_LTR#LTR/Gypsy	923	511288	553.94	26	1775
TE_00002939#DNA/DTH	1806	344110	190.54	4	462
TE_00002941#DNA/DTT	4070	161874	39.77	0	888
TE_00002943_INT#LTR/Gypsy	425	384147	903.88	0	1489
TE_00002944#DNA/DTH	1281	378307	295.32	9	663
TE_00002945_LTR#LTR/Copia	143	8327	58.23	12	96
TE_00002946_INT#LTR/Gypsy	539	1163586	2158.79	0	5024
TE_00002947#DNA/DTH	1184	144601	122.13	7	286
TE_00002949_INT#LTR/Gypsy	5070	7479415	1475.23	1	8163
TE_00002951_INT#LTR/Gypsy	8968	13754698	1533.75	0	15585
TE_00002952#DNA/Helitron	490	2858	5.83	1	16
TE_00002953_LTR#LTR/Copia	136	10544	77.53	5	123
TE_00002954_INT#LTR/Gypsy	1556	58083	37.33	0	202
TE_00002955_INT#LTR/Gypsy	111	182358	1642.86	595	2105
TE_00002956#MITE/DTT	99	692	6.99	1	17
TE_00002957_INT#LTR/Copia	1571	815944	519.38	1	2287
TE_00002958_INT#LTR/Gypsy	4006	2562988	639.79	0	1539
TE_00002959#DNA/DTA	1058	9923	9.38	0	20
TE_00002961_INT#LTR/Copia	6505	1106728	170.13	1	367
TE_00002964#MITE/DTT	251	6479	25.81	1	98
TE_00002967_INT#LTR/Gypsy	6256	1963005	313.78	0	1126
TE_00002968#MITE/DTH	132	1510	11.44	3	17
TE_00002969#MITE/DTT	450	7377	16.39	4	32
TE_00002970#DNA/DTH	2383	194365	81.56	0	251
TE_00002971#DNA/DTM	1519	67912	44.71	0	301
TE_00002972_LTR#LTR/Copia	192	1870	9.74	1	32
TE_00002973#DNA/DTC	4119	10875030	2640.21	0	8491
TE_00002974_INT#LTR/Gypsy	6797	2341628	344.51	0	2407
TE_00002976#MITE/DTM	285	20068	70.41	29	96
TE_00002977_INT#LTR/Copia	1725	25002	14.49	2	27
TE_00002978#DNA/DTT	625	2808	4.49	0	12
TE_00002979_INT#LTR/Copia	128	1438	11.23	0	19
TE_00002980#MITE/DTT	256	2956	11.55	0	25
TE_00002981_INT#LTR/Gypsy	766	258399	337.34	0	1102
TE_00002983_LTR#LTR/Gypsy	845	16179	19.15	3	63
TE_00002984_INT#LTR/Copia	247	1023	4.14	0	7
TE_00002985_LTR#LTR/Gypsy	446	4989	11.19	7	25
TE_00002986#DNA/Helitron	483	8474	17.54	1	85
TE_00002987_INT#LTR/Gypsy	10925	10360782	948.36	59	2276
TE_00002988_LTR#LTR/Gypsy	306	5867	19.17	0	37
TE_00002989_INT#LTR/Gypsy	2383	12224	5.13	1	23
TE_00002990#DNA/DTM	1014	9140	9.01	0	33
TE_00002991#MITE/DTT	277	2147	7.75	0	43
TE_00002992#DNA/DTM	1837	7432	4.05	0	16
TE_00002993_LTR#LTR/Copia	260	3258	12.53	0	24
TE_00002995#MITE/DTT	107	242	2.26	0	7
TE_00002996#MITE/DTT	272	1953	7.18	4	12
TE_00002997_INT#LTR/Gypsy	4568	1332893	291.79	24	762
TE_00002999_LTR#LTR/Gypsy	917	3299663	3598.32	427	7140
