chrom	length	bases	mean	min	max
TE_00001248#DNA/DTA	1262	15481	12.27	1	54
TE_00001249_INT#LTR/Copia	677	1210	1.79	0	5
TE_00001250#DNA/DTM	2788	59350	21.29	1	248
TE_00001251_LTR#LTR/Copia	1413	5941881	4205.15	521	5688
TE_00001252#DNA/DTH	663	2192	3.31	0	18
TE_00001253#DNA/Helitron	5771	96663	16.75	0	326
TE_00001254_INT#LTR/Gypsy	1757	250956	142.83	13	419
TE_00001255_INT#LTR/Copia	254	330969	1303.03	358	2542
TE_00001257#MITE/DTA	195	543	2.78	0	5
TE_00001258#DNA/DTC	1460	154916	106.11	3	312
TE_00001259#MITE/DTA	171	1015	5.94	0	13
TE_00001260#DNA/DTC	119	18885	158.70	0	275
TE_00001261#DNA/DTT	1035	21917	21.18	1	269
TE_00001262_INT#LTR/Gypsy	849	614761	724.10	0	1576
TE_00001263#DNA/DTT	717	5913	8.25	0	62
TE_00001264#MITE/DTT	443	4595	10.37	0	75
TE_00001265#MITE/DTH	288	16444	57.10	2	221
TE_00001266_INT#LTR/Gypsy	8132	4698845	577.82	15	3264
TE_00001267#MITE/DTH	182	94966	521.79	211	640
TE_00001268#MITE/DTA	162	1000	6.17	3	13
TE_00001269#DNA/DTM	945	102508	108.47	1	221
TE_00001270#DNA/DTM	616	40001	64.94	21	97
TE_00001271_INT#LTR/Copia	191	69733	365.09	0	1351
TE_00001272_INT#LTR/Gypsy	3587	39626227	11047.18	2074	20726
TE_00001273_INT#LTR/Copia	5339	17157194	3213.56	3	12648
TE_00001274#DNA/DTC	3896	5981851	1535.38	5	3939
TE_00001275#DNA/DTC	3912	268693	68.68	5	582
TE_00001276#DNA/DTT	456	43431	95.24	0	339
TE_00001278_INT#LTR/Gypsy	4965	102026	20.55	1	46
TE_00001279_INT#LTR/Gypsy	10493	27641466	2634.28	3	16742
TE_00001280_INT#LTR/Gypsy	1672	1409679	843.11	0	1840
TE_00001281#DNA/DTC	3006	1447349	481.49	0	2720
TE_00001282#MITE/DTH	290	1974	6.81	2	16
TE_00001283_INT#LTR/Gypsy	4231	2729389	645.09	0	2243
TE_00001284#MITE/DTM	141	862	6.11	0	10
TE_00001285_INT#LTR/Gypsy	4879	295761	60.62	5	180
TE_00001286#DNA/Helitron	8526	4086180	479.26	0	4943
TE_00001287#DNA/DTT	1376	5999	4.36	0	63
TE_00001288#DNA/Helitron	3161	24698	7.81	0	93
TE_00001289#DNA/Helitron	953	9208	9.66	0	44
TE_00001290_INT#LTR/Gypsy	4855	9578896	1973.00	0	5185
TE_00001291#DNA/Helitron	6786	354779	52.28	0	912
TE_00001292#DNA/DTC	4181	999857	239.14	1	963
TE_00001293#DNA/DTC	175	36103	206.30	0	1168
TE_00001294_INT#LTR/Gypsy	3359	4225640	1258.01	0	17192
TE_00001295#MITE/DTH	285	159694	560.33	89	896
TE_00001296#DNA/DTM	1020	35607	34.91	3	215
TE_00001298#DNA/DTC	3141	3603583	1147.27	4	3996
TE_00001299#DNA/DTH	2454	264274	107.69	1	219
TE_00001301#MITE/DTT	358	4093	11.43	3	26
TE_00001302#DNA/Helitron	3533	65904	18.65	1	91
TE_00001303#DNA/DTT	2321	26199	11.29	0	145
TE_00001304_INT#LTR/Gypsy	97	16662	171.77	0	285
TE_00001305#DNA/DTC	109	650	5.96	0	10
TE_00001306_INT#LTR/Copia	945	13502340	14288.19	957	60599
TE_00001307#DNA/DTA	607	248648	409.63	116	492
TE_00001308#DNA/DTH	1249	6466	5.18	0	13
TE_00001309#DNA/DTM	1138	44312	38.94	4	301
TE_00001310#DNA/DTH	1587	18914	11.92	0	74
TE_00001311_INT#LTR/Gypsy	10002	9001771	900.00	7	3343
TE_00001313#MITE/DTH	458	8420	18.38	2	29
TE_00001314_INT#LTR/Gypsy	1828	2664104	1457.39	0	4730
TE_00001316_INT#LTR/Gypsy	768	1168439	1521.40	0	2383
TE_00001317#MITE/DTT	241	1146	4.76	2	6
TE_00001319#DNA/DTM	3837	22413	5.84	0	140
TE_00001320#DNA/DTC	1574	60337	38.33	5	78
TE_00001321_INT#LTR/Copia	98	707	7.21	0	18
TE_00001322#MITE/DTA	139	6514	46.86	2	113
TE_00001323#DNA/DTH	856	2046	2.39	0	9
TE_00001324_INT#LTR/Gypsy	2132	8098605	3798.60	0	12280
TE_00001325_INT#LTR/Gypsy	6785	27087538	3992.27	56	18150
TE_00001327#DNA/DTM	2700	72196	26.74	0	531
TE_00001329_LTR#LTR/Gypsy	544	3048609	5604.06	1425	9806
TE_00001330_INT#LTR/Gypsy	4364	233741	53.56	1	75
TE_00001331#DNA/DTC	1119	243907	217.97	4	772
TE_00001332_INT#LTR/Gypsy	89	3318	37.28	0	47
TE_00001333#MITE/DTH	277	847	3.06	0	9
TE_00001334#MITE/DTH	228	4844	21.25	1	49
TE_00001335#DNA/DTM	1993	28334	14.22	0	66
TE_00001336#DNA/DTA	639	91255	142.81	19	304
TE_00001337_INT#LTR/Gypsy	2865	21170	7.39	0	145
TE_00001338_LTR#LTR/Gypsy	1094	1525738	1394.64	290	2606
TE_00001339#DNA/DTH	2597	555511	213.90	1	563
TE_00001340_LTR#LTR/Gypsy	293	5125	17.49	0	35
TE_00001341_INT#LTR/Gypsy	5965	2370580	397.41	2	2786
TE_00001343#DNA/DTT	1083	6983	6.45	0	15
TE_00001344#MITE/DTM	233	1033	4.43	1	18
TE_00001345#DNA/DTM	4313	316655	73.42	4	158
TE_00001346#MITE/DTT	189	33251	175.93	3	273
TE_00001347#DNA/DTM	852	32865	38.57	0	286
TE_00001349#MITE/DTH	284	74795	263.36	98	333
TE_00001350_INT#LTR/Gypsy	93	298	3.20	0	7
TE_00001351_INT#LTR/Gypsy	7803	8829228	1131.52	2	8320
TE_00001352#DNA/DTC	152	4029	26.51	0	76
TE_00001353_INT#LTR/Gypsy	513	879786	1714.98	7	3102
TE_00001354#DNA/DTC	679	216791	319.28	1	862
TE_00001356#DNA/DTT	2739	76332	27.87	0	798
TE_00001357#DNA/DTM	1475	33756	22.89	2	134
TE_00001358_LTR#LTR/Gypsy	492	3670706	7460.78	3691	11329
TE_00001359_INT#LTR/Gypsy	3233	1469784	454.62	0	1795
TE_00001360#DNA/Helitron	9724	23245337	2390.51	0	10647
TE_00001361_INT#LTR/Gypsy	409	2083851	5094.99	0	18243
TE_00001362#DNA/DTC	85	6439	75.75	0	121
TE_00001365#DNA/DTC	124	15572	125.58	51	159
TE_00001367_LTR#LTR/Gypsy	288	12840	44.58	11	68
TE_00001368#DNA/DTT	1461	8323	5.70	0	56
TE_00001369#MITE/DTM	184	19401	105.44	28	127
TE_00001371_INT#LTR/Gypsy	3657	772394	211.21	0	711
TE_00001372_INT#LTR/Gypsy	4936	1471193	298.05	0	817
TE_00001373#DNA/DTA	691	16621	24.05	2	54
TE_00001374#DNA/DTC	700	12634	18.05	2	80
TE_00001375_INT#LTR/Gypsy	1587	548479	345.61	38	767
TE_00001376#DNA/DTH	1381	566842	410.46	89	705
TE_00001377#DNA/DTM	2662	44531	16.73	0	93
TE_00001378_INT#LTR/Gypsy	11525	3914795	339.68	1	2916
TE_00001379#DNA/Helitron	5509	118364	21.49	3	138
TE_00001380#DNA/Helitron	2350	25966	11.05	0	55
TE_00001381_INT#LTR/Gypsy	1906	1763075	925.01	0	2973
TE_00001382_LTR#LTR/Copia	380	6272	16.51	6	37
TE_00001384#MITE/DTA	271	16625	61.35	0	92
TE_00001385_INT#LTR/Gypsy	223	24437	109.58	0	197
TE_00001386#DNA/DTT	1788	28888	16.16	1	91
TE_00001387_INT#LTR/Copia	4381	130549	29.80	0	214
TE_00001388_INT#LTR/Gypsy	110	12026	109.33	0	209
TE_00001389_INT#LTR/Gypsy	9328	15143895	1623.49	30	8504
TE_00001391_LTR#LTR/Gypsy	944	1719683	1821.70	261	4237
TE_00001392_INT#LTR/Gypsy	169	500803	2963.33	0	6264
TE_00001393#DNA/DTH	2311	1157818	501.00	2	977
TE_00001395_INT#LTR/Gypsy	3698	2454450	663.72	14	2926
TE_00001396#DNA/DTT	1564	189057	120.88	0	1831
TE_00001397_INT#LTR/Gypsy	11007	6685724	607.41	0	2843
TE_00001398#MITE/DTT	363	2782	7.66	2	12
TE_00001399#DNA/DTM	917	67983	74.14	2	283
TE_00001400_INT#LTR/Gypsy	2100	2400304	1143.00	0	3017
TE_00001401#DNA/DTC	467	2152905	4610.07	0	16879
TE_00001402#DNA/DTT	1008	98549	97.77	0	748
TE_00001403#DNA/DTC	959	12398	12.93	0	32
TE_00001405_INT#LTR/Gypsy	1109	252781	227.94	1	903
TE_00001406#DNA/DTA	1698	17348	10.22	0	46
TE_00001408_LTR#LTR/Copia	483	4453	9.22	3	44
TE_00001409_INT#LTR/Copia	4263	570120	133.74	51	233
TE_00001410#DNA/DTH	846	90207	106.63	4	491
TE_00001411#MITE/DTT	249	50608	203.24	1	572
TE_00001413_INT#LTR/Gypsy	4572	41837	9.15	2	21
TE_00001414#DNA/DTH	1147	182994	159.54	9	606
TE_00001415#MITE/DTH	365	70128	192.13	1	493
TE_00001416_INT#LTR/Copia	4480	10550800	2355.09	892	3694
TE_00001417_LTR#LTR/Copia	1536	813986	529.94	101	1612
TE_00001418_INT#LTR/Gypsy	4015	5411086	1347.72	0	9376
TE_00001420#DNA/DTH	1062	49510	46.62	1	196
TE_00001421#DNA/DTM	2320	45315	19.53	3	47
TE_00001422_LTR#LTR/Gypsy	1122	1899745	1693.18	21	9899
TE_00001423#MITE/DTA	157	5554	35.38	15	58
TE_00001424_LTR#LTR/Copia	149	3647	24.48	2	33
TE_00001425#DNA/DTT	684	5657	8.27	1	33
TE_00001427_INT#LTR/Gypsy	2116	12457226	5887.16	0	27727
TE_00001428#MITE/DTT	190	467	2.46	0	13
TE_00001429#MITE/DTA	160	22153	138.46	21	188
TE_00001430_INT#LTR/Copia	153	3358238	21949.27	382	39582
TE_00001431_INT#LTR/Copia	131	3776	28.82	0	46
TE_00001432#MITE/DTT	99	1550	15.66	0	28
TE_00001433#DNA/DTC	3302	1055258	319.58	0	3679
TE_00001435#DNA/DTC	962	97947	101.82	1	448
TE_00001436#MITE/DTT	236	63850	270.55	25	848
TE_00001437_LTR#LTR/Gypsy	363	19067	52.53	15	105
TE_00001440#DNA/DTH	2126	604184	284.19	14	828
TE_00001441_LTR#LTR/Gypsy	3709	8855981	2387.70	29	5670
TE_00001442#DNA/DTC	660	125523	190.19	20	394
TE_00001443#MITE/DTH	474	47471	100.15	0	303
TE_00001444#MITE/DTA	570	36063	63.27	2	146
TE_00001445#DNA/DTT	4008	112626	28.10	2	155
TE_00001446#DNA/DTT	3938	143160	36.35	0	730
TE_00001447#MITE/DTH	239	3274	13.70	1	28
TE_00001448_INT#LTR/Gypsy	2980	15603769	5236.16	1	15174
TE_00001449_INT#LTR/Gypsy	327	39152	119.73	0	199
TE_00001450#MITE/DTA	141	633	4.49	2	8
TE_00001451#DNA/DTM	923	63329	68.61	0	264
TE_00001452#DNA/DTT	606	42092	69.46	0	342
TE_00001453_INT#LTR/Gypsy	7475	31545428	4220.12	493	11998
TE_00001454#DNA/DTC	3004	212035	70.58	0	446
TE_00001455_LTR#LTR/Copia	148	37567	253.83	13	348
TE_00001457#MITE/DTM	136	1575	11.58	3	18
TE_00001458#DNA/Helitron	7534	506025	67.17	0	623
TE_00001459_LTR#LTR/Gypsy	4047	29660382	7328.98	115	50660
TE_00001460#DNA/Helitron	339	11693	34.49	0	97
TE_00001462_INT#LTR/Gypsy	5967	1738125	291.29	0	15912
TE_00001464#MITE/DTT	298	2658	8.92	0	23
TE_00001465#MITE/DTT	316	50258	159.04	18	229
TE_00001466#DNA/DTC	155	2671	17.23	0	36
TE_00001467_LTR#LTR/Copia	190	5302	27.91	15	33
TE_00001468#DNA/DTM	1191	30467	25.58	1	84
TE_00001469#MITE/DTM	144	599	4.16	2	6
TE_00001470#DNA/DTC	112	38627	344.88	0	668
TE_00001472_LTR#LTR/Copia	212	43883	207.00	31	1436
TE_00001473#DNA/DTT	157	39268	250.11	5	470
TE_00001475#DNA/DTH	1277	354392	277.52	1	737
TE_00001476#MITE/DTT	355	434963	1225.25	15	3545
TE_00001478#DNA/DTM	1355	23163	17.09	2	367
TE_00001479#DNA/DTC	128	8146	63.64	0	383
TE_00001481#MITE/DTH	407	112757	277.04	24	379
TE_00001482_LTR#LTR/Gypsy	1543	32942997	21349.97	3706	39601
TE_00001484#DNA/DTC	1942	32104	16.53	0	114
TE_00001485#DNA/DTC	3653	233052	63.80	2	344
TE_00001486_INT#LTR/Gypsy	6366	8156443	1281.25	50	4950
TE_00001488#DNA/DTM	1414	63630	45.00	5	328
TE_00001489_INT#LTR/Gypsy	3707	3051546	823.18	22	1981
TE_00001490#DNA/DTA	559	345579	618.21	0	854
TE_00001491_INT#LTR/Gypsy	91	37917	416.67	0	1210
TE_00001492_INT#LTR/Gypsy	3882	1879703	484.21	218	1065
TE_00001493_INT#LTR/Gypsy	294	250506	852.06	0	1939
TE_00001494#DNA/DTC	3419	640973	187.47	1	908
TE_00001495_INT#LTR/Gypsy	681	12422259	18241.20	0	26979
TE_00001496#MITE/DTT	257	23298	90.65	25	118
TE_00001498#DNA/DTM	1419	1651753	1164.03	8	3027
TE_00001499_INT#LTR/Copia	329	7072384	21496.61	0	43392
TE_00001500_INT#LTR/Gypsy	463	339727	733.75	0	1472
TE_00001504#DNA/DTM	712	6258	8.79	0	28
TE_00001505_INT#LTR/Gypsy	5283	5892955	1115.46	0	3879
TE_00001506_INT#LTR/Gypsy	486	34201	70.37	0	229
TE_00001507_LTR#LTR/Gypsy	3571	750841	210.26	1	1091
TE_00001508#MITE/DTT	236	6878	29.14	0	46
TE_00001509#DNA/DTH	311	29314	94.26	0	247
TE_00001511#MITE/DTA	176	2038	11.58	6	18
TE_00001512#DNA/Helitron	4390	71427	16.27	0	129
TE_00001513#DNA/Helitron	5969	1664557	278.87	1	3368
TE_00001514#MITE/DTT	89	235	2.64	2	5
TE_00001515#DNA/DTT	4219	211578	50.15	0	833
TE_00001517#MITE/DTM	347	8766	25.26	0	87
TE_00001518#DNA/DTT	4650	124550	26.78	0	1104
TE_00001519#DNA/DTT	682	3802134	5574.98	31	9120
TE_00001520#DNA/DTM	3171	22329	7.04	0	23
TE_00001521_INT#LTR/Gypsy	1682	3693468	2195.88	0	6979
TE_00001522#DNA/DTT	1030	11951	11.60	0	26
TE_00001523_INT#LTR/Gypsy	410	392112	956.37	7	1775
TE_00001524_INT#LTR/Copia	429	9469452	22073.31	2	34636
TE_00001525#DNA/DTM	1798	8294	4.61	1	10
TE_00001526#DNA/DTC	1136	1361418	1198.43	1	2389
TE_00001527#MITE/DTT	99	3669	37.06	0	94
TE_00001528#MITE/DTT	130	5165	39.73	0	129
TE_00001530_INT#LTR/Gypsy	95	6507	68.49	2	112
TE_00001531_INT#LTR/Gypsy	351	2159711	6153.02	1	15034
TE_00001532#MITE/DTH	272	218722	804.12	226	1908
TE_00001533_LTR#LTR/Gypsy	3845	9593523	2495.06	32	18112
TE_00001534#DNA/DTA	1021	20071	19.66	3	33
TE_00001535_INT#LTR/Gypsy	6119	5481986	895.90	2	3635
TE_00001536#MITE/DTT	414	28938	69.90	19	100
TE_00001537#MITE/DTT	370	294	0.79	0	6
TE_00001538#DNA/Helitron	1388	88128	63.49	4	164
TE_00001539#MITE/DTT	278	69969	251.69	14	331
TE_00001540_INT#LTR/Copia	3362	794601	236.35	0	3656
TE_00001541_LTR#LTR/Gypsy	4114	80543592	19577.93	6	48998
TE_00001542#DNA/DTC	1631	120246	73.73	12	323
TE_00001543_LTR#LTR/Gypsy	946	3572859	3776.81	432	14064
TE_00001544_INT#LTR/Gypsy	2807	3741168	1332.80	1	4832
TE_00001545#DNA/DTH	124	9968	80.39	0	115
TE_00001548#DNA/DTC	735	451538	614.34	0	1894
TE_00001549#MITE/DTT	253	2597	10.26	4	37
TE_00001550#DNA/DTM	3955	92856	23.48	0	119
TE_00001551_INT#LTR/Copia	8498	2882534	339.20	2	1173
TE_00001552#MITE/DTT	322	6133	19.05	0	90
TE_00001553_INT#LTR/Gypsy	11006	33163464	3013.22	1	14410
TE_00001554_INT#LTR/Gypsy	4771	83967	17.60	1	74
TE_00001555#MITE/DTT	518	326450	630.21	26	1729
TE_00001556_INT#LTR/Copia	4495	461528	102.68	0	295
TE_00001557#DNA/Helitron	2011	81371	40.46	4	253
TE_00001558_INT#LTR/Gypsy	5898	2327371	394.60	1	1245
TE_00001559_INT#LTR/Gypsy	157	14379	91.59	0	206
TE_00001560_INT#LTR/Gypsy	1959	1437684	733.89	0	5902
TE_00001561#MITE/DTT	187	49796	266.29	3	1048
TE_00001563#MITE/DTT	429	6159	14.36	8	29
TE_00001565#MITE/DTT	209	12307	58.89	1	137
TE_00001567_LTR#LTR/Gypsy	1365	47806598	35023.15	2809	61826
TE_00001568#DNA/DTM	1439	5758	4.00	0	53
TE_00001570_INT#LTR/Copia	4369	150339	34.41	19	92
TE_00001571_INT#LTR/Gypsy	5150	19095481	3707.86	22	12940
TE_00001572_INT#LTR/Copia	4533	24573778	5421.08	2	61212
TE_00001573#DNA/DTC	1114	1672424	1501.28	3	12271
TE_00001574_INT#LTR/Copia	3711	1212009	326.60	16	522
TE_00001576#DNA/DTT	632	11413	18.06	1	123
TE_00001578#DNA/DTC	3072	974980	317.38	0	1504
TE_00001579#MITE/DTC	175	12061	68.92	25	103
TE_00001581#DNA/DTM	1206	14762	12.24	1	34
TE_00001582#DNA/DTT	2390	481111	201.30	0	2601
TE_00001583#DNA/DTC	184	350081	1902.61	39	2665
TE_00001584_LTR#LTR/Gypsy	3846	20474776	5323.65	116	27094
TE_00001585_INT#LTR/Gypsy	2551	805528	315.77	0	1243
TE_00001586#MITE/DTC	114	7831	68.69	41	89
TE_00001587#DNA/DTH	3300	38515	11.67	1	35
TE_00001588#MITE/DTT	327	939	2.87	1	6
TE_00001589#DNA/Helitron	683	9776	14.31	0	180
TE_00001590#DNA/DTT	1662	20486	12.33	0	168
TE_00001591#DNA/DTH	1146	21106	18.42	1	70
TE_00001594#DNA/DTA	689	7552	10.96	2	49
TE_00001595_INT#LTR/Copia	363	53165	146.46	0	351
TE_00001596#MITE/DTM	148	296	2.00	1	4
TE_00001597_INT#LTR/Gypsy	9001	16606754	1844.99	0	11994
TE_00001598_INT#LTR/Copia	4504	485591	107.81	2	337
TE_00001599_INT#LTR/Gypsy	2062	840503	407.62	45	1924
TE_00001601_LTR#LTR/Gypsy	291	4651	15.98	4	37
TE_00001602_INT#LTR/Copia	686	20980	30.58	0	108
TE_00001603#DNA/DTC	1421	200708	141.24	4	636
TE_00001604#DNA/DTT	1983	876880	442.20	0	4589
TE_00001606#DNA/DTC	3093	275317	89.01	0	214
TE_00001607#DNA/DTM	2604	120874	46.42	0	192
TE_00001608_LTR#LTR/Gypsy	283	3358	11.87	2	21
TE_00001609_INT#LTR/Gypsy	4898	29140501	5949.47	13	763497
TE_00001611#DNA/DTM	1482	55597	37.51	7	273
TE_00001612#DNA/DTC	3637	1829107	502.92	1	991
TE_00001614#DNA/DTT	2663	19634	7.37	0	146
TE_00001616#DNA/DTT	868	581817	670.30	6	2469
TE_00001617#DNA/DTT	4972	183927	36.99	0	316
TE_00001618#DNA/Helitron	15473	1465389	94.71	0	1617
TE_00001620_INT#LTR/Copia	5049	487666	96.59	0	466
TE_00001621_LTR#LTR/Copia	1642	12876787	7842.14	502	22223
TE_00001622_INT#LTR/Gypsy	704	529460	752.07	0	1342
TE_00001623_LTR#LTR/Copia	162	22874	141.20	46	166
TE_00001624_LTR#LTR/Copia	213	22173	104.10	30	194
TE_00001625_INT#LTR/Gypsy	163	5355	32.85	0	74
TE_00001626#DNA/Helitron	1487	121173	81.49	16	277
TE_00001627_INT#LTR/Gypsy	552	726412	1315.96	0	2053
TE_00001628#MITE/DTT	117	1313	11.22	2	21
TE_00001629_INT#LTR/Copia	1079	5407301	5011.40	0	8530
TE_00001633#DNA/DTT	1941	73958	38.10	0	314
TE_00001634#DNA/DTC	451	39068	86.63	0	204
TE_00001635#DNA/DTH	2071	24351	11.76	1	113
TE_00001636#MITE/DTT	91	5950	65.38	1	199
TE_00001637_INT#LTR/Gypsy	3672	380910	103.73	1	1135
TE_00001638_LTR#LTR/Gypsy	330	7117	21.57	12	29
TE_00001640#DNA/DTH	2197	2233796	1016.75	110	1691
TE_00001641_INT#LTR/Gypsy	2142	14243188	6649.48	0	22124
TE_00001642_INT#LTR/Gypsy	4398	3169400	720.65	6	1803
TE_00001643#DNA/DTM	1856	40914	22.04	0	228
TE_00001644#MITE/DTH	343	3021	8.81	0	45
TE_00001646_LTR#LTR/Gypsy	2962	1060239	357.95	12	850
TE_00001647#DNA/DTT	1910	30417	15.93	0	159
TE_00001648#DNA/DTA	2222	78186	35.19	0	247
TE_00001649_LTR#LTR/Copia	186	4182	22.48	11	28
TE_00001650_LTR#LTR/Gypsy	1028	1234686	1201.06	94	3962
TE_00001651_INT#LTR/Gypsy	8802	10531165	1196.45	1	5302
TE_00001653#DNA/DTH	1137	177315	155.95	0	597
TE_00001655_INT#LTR/Gypsy	301	31292	103.96	0	200
TE_00001657#DNA/DTC	3534	890749	252.05	30	618
TE_00001658#DNA/Helitron	10064	225662	22.42	0	72
TE_00001659#DNA/DTT	279	114811	411.51	76	600
TE_00001660_LTR#LTR/Gypsy	310	5665	18.27	7	52
TE_00001661#DNA/DTT	1414	22764	16.10	0	164
TE_00001662#MITE/DTT	105	71513	681.08	0	1072
TE_00001663#DNA/DTT	2437	13373553	5487.71	140	9706
TE_00001664_LTR#LTR/Gypsy	839	45985	54.81	10	141
TE_00001665#DNA/DTT	1207	10142	8.40	0	202
TE_00001666_INT#LTR/Copia	6673	6408729	960.40	0	2250
TE_00001668_LTR#LTR/Gypsy	302	8125	26.90	13	39
TE_00001669#MITE/DTT	561	152648	272.10	1	950
TE_00001670_INT#LTR/Gypsy	2112	2748938	1301.58	0	6728
TE_00001671#MITE/DTT	135	181257	1342.64	4	2508
TE_00001672_INT#LTR/Copia	8642	10297086	1191.52	5	5949
TE_00001673_INT#LTR/Gypsy	900	462790	514.21	0	1160
TE_00001674_INT#LTR/Copia	4089	2757222	674.30	9	1176
TE_00001675#MITE/DTA	181	21	0.12	0	1
TE_00001676_INT#LTR/Copia	4277	129911	30.37	2	503
TE_00001678#DNA/DTM	3230	484042	149.86	0	672
TE_00001679#DNA/DTC	775	177605	229.17	0	627
TE_00001680#MITE/DTT	200	145633	728.16	1	1438
TE_00001681#DNA/DTM	1364	48449	35.52	6	193
TE_00001682#MITE/DTM	285	27783	97.48	25	134
TE_00001683#MITE/DTA	461	94136	204.20	35	492
TE_00001685#MITE/DTT	215	10052	46.75	11	73
TE_00001686#DNA/DTA	1434	70062	48.86	1	237
TE_00001688_INT#LTR/Gypsy	6954	22196877	3191.96	2	19339
TE_00001689#DNA/DTT	1472	5841358	3968.31	0	9566
TE_00001690#DNA/DTC	1035	436542	421.78	30	587
TE_00001691_INT#LTR/Gypsy	1544	631814	409.21	0	1605
TE_00001695_INT#LTR/Gypsy	4160	4078228	980.34	0	2149
TE_00001696_LTR#LTR/Gypsy	195	4428	22.71	2	40
TE_00001697_INT#LTR/Gypsy	2793	11480234	4110.36	0	7658
TE_00001699#DNA/DTH	82	207	2.52	0	3
TE_00001700#MITE/DTA	188	125298	666.48	125	791
TE_00001701_INT#LTR/Gypsy	11758	7260650	617.51	1	3198
TE_00001702#MITE/DTT	100	3561	35.61	4	92
TE_00001703#DNA/DTA	786	10433	13.27	0	104
TE_00001704_LTR#LTR/Copia	2387	27942177	11705.98	181	24012
TE_00001705_INT#LTR/Gypsy	7500	7410983	988.13	11	5900
TE_00001706_INT#LTR/Copia	195	36141	185.34	83	288
TE_00001707#DNA/DTH	2216	299784	135.28	1	533
TE_00001708_INT#LTR/Copia	713	5137894	7206.02	0	12869
TE_00001711#DNA/DTT	603	28714	47.62	0	245
TE_00001714#DNA/DTT	1708	28307	16.57	0	38
TE_00001715#DNA/DTT	921	34216	37.15	2	348
TE_00001716#DNA/DTM	1589	22584	14.21	1	50
TE_00001718#DNA/DTC	146	12917	88.47	23	139
TE_00001719#DNA/DTH	1112	17552	15.78	0	100
TE_00001720#MITE/DTT	109	7899	72.47	16	130
TE_00001721#DNA/DTC	130	13926	107.12	1	204
TE_00001722_INT#LTR/Gypsy	122	44332	363.38	0	847
TE_00001723#DNA/DTC	1829	65774	35.96	0	567
TE_00001724#DNA/DTA	603	136807	226.88	23	323
TE_00001725#DNA/DTA	1288	18951	14.71	0	61
TE_00001726_LTR#LTR/Gypsy	893	17721808	19845.25	238	36915
TE_00001727_INT#LTR/Copia	4342	1604212	369.46	3	711
TE_00001729_LTR#LTR/Copia	410	13486	32.89	7	281
TE_00001730#DNA/DTH	2061	997411	483.95	2	914
TE_00001731_INT#LTR/Gypsy	7265	7961178	1095.83	2	9301
TE_00001732_LTR#LTR/Copia	352	9269	26.33	9	45
TE_00001733_INT#LTR/Copia	2520	994317	394.57	0	13138
TE_00001734#DNA/DTT	1110	3985	3.59	0	12
TE_00001735_INT#LTR/Gypsy	136	2685	19.74	0	57
TE_00001736#DNA/DTC	567	164232	289.65	5	769
TE_00001737#MITE/DTT	481	31926	66.37	1	181
TE_00001739#DNA/DTC	673	108986	161.94	4	511
TE_00001741#MITE/DTA	171	30715	179.62	17	336
TE_00001742#DNA/DTM	1041	82646	79.39	5	491
TE_00001745#MITE/DTT	256	1317	5.14	1	12
TE_00001746#MITE/DTH	297	84094	283.14	31	798
TE_00001747#MITE/DTA	101	89	0.88	0	3
TE_00001749_INT#LTR/Gypsy	1133	106447	93.95	0	282
TE_00001750#MITE/DTT	335	8103	24.19	1	123
TE_00001751#DNA/DTH	1021	9658	9.46	1	39
TE_00001752_INT#LTR/Copia	134	246577	1840.13	20	4439
TE_00001753_INT#LTR/Copia	8514	3586630	421.26	38	746
TE_00001754#DNA/DTM	824	4799	5.82	1	17
TE_00001755#MITE/DTM	562	77563	138.01	12	189
TE_00001756#DNA/Helitron	289	9235	31.96	0	75
TE_00001757_LTR#LTR/Gypsy	608	183540	301.88	86	402
TE_00001758#DNA/Helitron	734	94003	128.07	6	328
TE_00001759#DNA/DTC	845	144919	171.50	3	435
TE_00001760#DNA/DTC	1450	19056	13.14	0	108
TE_00001762#DNA/Helitron	7629	503140	65.95	0	557
TE_00001763_INT#LTR/Gypsy	2662	4761640	1788.75	0	3665
TE_00001764#DNA/DTC	968	58974	60.92	6	126
TE_00001765_INT#LTR/Gypsy	9008	9400170	1043.54	4	4005
TE_00001766#DNA/DTC	4711	81526	17.31	0	148
TE_00001768#MITE/DTH	408	2781	6.82	1	14
TE_00001772#DNA/DTM	4548	1171575	257.60	0	968
TE_00001773_INT#LTR/Copia	757	10600798	14003.70	1	23612
TE_00001774_LTR#LTR/Copia	166	4644	27.98	6	45
TE_00001775_INT#LTR/Gypsy	1677	7141651	4258.59	1	7744
TE_00001776_INT#LTR/Copia	219	51603	235.63	0	472
TE_00001777_INT#LTR/Gypsy	320	57103	178.45	0	746
TE_00001778#MITE/DTM	257	21853	85.03	8	165
TE_00001780_INT#LTR/Copia	1328	70997	53.46	12	80
TE_00001781#DNA/Helitron	4736	166518	35.16	1	379
TE_00001782_LTR#LTR/Copia	219	10123	46.22	21	60
TE_00001783#DNA/DTT	3351	92736	27.67	0	190
TE_00001785#DNA/DTC	741	511011	689.62	1	1684
TE_00001786_INT#LTR/Gypsy	1951	2379814	1219.79	0	6738
TE_00001787_LTR#LTR/Gypsy	4048	16944427	4185.88	504	15774
TE_00001788#DNA/DTT	953	11641	12.22	0	45
TE_00001789#DNA/DTC	2782	457812	164.56	0	1325
