chrom	length	bases	mean	min	max
TE_00001885_LTR#LTR/Copia	215	5930	27.58	5	79
TE_00001886#MITE/DTT	111	471	4.24	0	12
TE_00001888#DNA/DTA	1940	68326	35.22	2	91
TE_00001889#DNA/DTC	1143	886149	775.28	1	4276
TE_00001890_LTR#LTR/Gypsy	4271	20678986	4841.72	5	27940
TE_00001891#MITE/DTA	168	6531	38.88	3	54
TE_00001892_LTR#LTR/Copia	3871	44452879	11483.56	11	45463
TE_00001893#MITE/DTM	98	5810	59.29	33	67
TE_00001895#DNA/DTA	983	13420	13.65	5	23
TE_00001896#MITE/DTT	86	1748	20.33	2	32
TE_00001897#DNA/DTC	1981	50778	25.63	0	106
TE_00001898#MITE/DTM	419	58218	138.95	14	226
TE_00001899_INT#LTR/Gypsy	2015	6479759	3215.76	32	7903
TE_00001902#DNA/DTM	1088	36528	33.57	13	77
TE_00001903_INT#LTR/Gypsy	752	170418	226.62	2	632
TE_00001906#DNA/DTT	2733	73644	26.95	0	176
TE_00001907#DNA/Helitron	781	21381	27.38	0	86
TE_00001908_INT#LTR/Gypsy	275	130035	472.85	0	994
TE_00001909#DNA/DTM	92	2457	26.71	23	29
TE_00001910_LTR#LTR/Gypsy	331	5150	15.56	4	32
TE_00001912_INT#LTR/Gypsy	258	505474	1959.20	0	3150
TE_00001914_INT#LTR/Gypsy	4744	36154	7.62	1	52
TE_00001916_INT#LTR/Gypsy	84	54035	643.27	0	766
TE_00001917#DNA/DTM	1270	32100	25.28	8	54
TE_00001918#DNA/Helitron	1155	11635	10.07	0	30
TE_00001920_INT#LTR/Copia	7088	6150235	867.70	2	7292
TE_00001921#MITE/DTT	116	3688	31.79	1	78
TE_00001922#MITE/DTH	524	12110	23.11	2	40
TE_00001923_INT#LTR/Gypsy	4401	11376922	2585.08	17	7508
TE_00001926_INT#LTR/Gypsy	178	1618010	9089.94	0	12641
TE_00001927#DNA/DTT	927	11400	12.30	0	133
TE_00001929#DNA/DTA	784	21428	27.33	5	54
TE_00001930#DNA/DTH	1379	117304	85.06	0	277
TE_00001931_INT#LTR/Copia	4913	680400	138.49	1	479
TE_00001932#DNA/DTT	1071	10637	9.93	0	80
TE_00001933#DNA/Helitron	2992	49289	16.47	0	155
TE_00001934#DNA/Helitron	7496	131692	17.57	0	348
TE_00001935_INT#LTR/Gypsy	1994	2524242	1265.92	0	3513
TE_00001936#DNA/Helitron	2707	53469	19.75	2	180
TE_00001938_INT#LTR/Gypsy	297	2110052	7104.55	1	10449
TE_00001939#DNA/Helitron	1505	16447	10.93	0	37
TE_00001940#DNA/DTT	1709	81698	47.80	0	269
TE_00001941#DNA/DTT	1911	27000	14.13	4	59
TE_00001942#MITE/DTM	288	25069	87.05	1	245
TE_00001944_INT#LTR/Copia	4865	1318178	270.95	17	343
TE_00001945#MITE/DTT	159	1664	10.47	1	35
TE_00001946#DNA/DTM	1471	31225	21.23	1	138
TE_00001947#DNA/DTT	806	15784	19.58	0	129
TE_00001949#DNA/DTC	3038	13216	4.35	0	12
TE_00001950#DNA/DTM	1721	36293	21.09	3	69
TE_00001951_INT#LTR/Gypsy	853	904108	1059.92	2	1696
TE_00001953_INT#LTR/Copia	1838	106656	58.03	6	152
TE_00001954#DNA/DTH	804	292256	363.50	2	1506
TE_00001955#DNA/Helitron	441	2542	5.76	1	12
TE_00001956#DNA/DTA	725	32365	44.64	7	151
TE_00001957#DNA/DTT	2723	48095	17.66	0	122
TE_00001958#DNA/DTC	1106	146839	132.77	0	482
TE_00001959#MITE/DTM	237	1181	4.98	2	9
TE_00001962#MITE/DTA	175	4365	24.94	14	31
TE_00001963#DNA/DTH	1602	185074	115.53	0	1773
TE_00001964#DNA/Helitron	1650	37824	22.92	0	249
TE_00001965#DNA/DTC	245	228596	933.04	0	2647
TE_00001966#MITE/DTH	439	50656	115.39	22	265
TE_00001968_INT#LTR/Gypsy	1634	4298842	2630.87	0	20902
TE_00001970#DNA/DTH	95	22621	238.12	0	428
TE_00001971#DNA/DTC	112	246	2.20	0	5
TE_00001972#DNA/Helitron	1582	77114	48.74	0	110
TE_00001973_LTR#LTR/Gypsy	542	2789614	5146.89	417	16210
TE_00001974#DNA/DTT	1801	43938	24.40	1	66
TE_00001976_LTR#LTR/Copia	1220	14094592	11552.94	1	31218
TE_00001977#DNA/DTM	3749	163535	43.62	0	430
TE_00001978_INT#LTR/Gypsy	2595	8341306	3214.38	0	28613
TE_00001979#DNA/DTC	3449	855327	247.99	4	596
TE_00001980#DNA/DTT	4446	284122	63.91	0	576
TE_00001982_LTR#LTR/Copia	207	3514	16.98	1	43
TE_00001983#MITE/DTH	312	4469	14.32	7	19
TE_00001984#MITE/DTM	445	95956	215.63	39	262
TE_00001985_LTR#LTR/Copia	3050	2012848	659.95	79	1369
TE_00001986#DNA/DTH	1258	18562	14.76	3	40
TE_00001987#MITE/DTH	364	15657	43.01	21	64
TE_00001988_INT#LTR/Gypsy	335	1173268	3502.29	0	5546
TE_00001989#DNA/DTH	167	52642	315.22	98	437
TE_00001990#DNA/DTC	4395	125021	28.45	2	87
TE_00001991_INT#LTR/Gypsy	5226	3375551	645.91	0	3210
TE_00001992#DNA/DTH	1367	617198	451.50	23	781
TE_00001993_INT#LTR/Gypsy	3248	1396878	430.07	4	1248
TE_00001994_INT#LTR/Copia	1143	8715560	7625.16	0	20312
TE_00001995_INT#LTR/Gypsy	469	275448	587.31	0	1437
TE_00001996_INT#LTR/Copia	4922	76628	15.57	0	224
TE_00001997_LTR#LTR/Gypsy	362	149438	412.81	5	1853
TE_00001998#DNA/DTT	1400	554124	395.80	0	3290
TE_00001999#DNA/DTM	1953	448472	229.63	0	1768
TE_00002000_INT#LTR/Gypsy	2878	4477831	1555.88	0	6717
TE_00002001_INT#LTR/Gypsy	2383	8503	3.57	0	39
TE_00002002#MITE/DTH	270	1653	6.12	0	14
TE_00002004_INT#LTR/Gypsy	661	4268405	6457.50	0	10189
TE_00002005#DNA/Helitron	3989	45494	11.40	0	55
TE_00002006#DNA/DTT	2382	54375	22.83	1	202
TE_00002007#DNA/DTT	2371	71259	30.05	4	95
TE_00002008#DNA/DTT	1683	25902	15.39	1	44
TE_00002009#DNA/DTC	1260	236358	187.59	2	498
TE_00002010_INT#LTR/Copia	5205	1083429	208.15	3	505
TE_00002011#MITE/DTT	306	4193	13.70	0	53
TE_00002012_INT#LTR/Copia	4331	764711	176.57	1	608
TE_00002013_INT#LTR/Copia	7032	6797388	966.64	0	4086
TE_00002014_LTR#LTR/Copia	181	691	3.82	2	8
TE_00002015_INT#LTR/Gypsy	3857	1774750	460.14	1	11706
TE_00002016#DNA/DTC	2957	75294	25.46	2	53
TE_00002017#DNA/DTT	941	9054	9.62	0	46
TE_00002018_INT#LTR/Gypsy	1076	135608	126.03	0	258
TE_00002019#DNA/DTT	1453	4358777	2999.85	7	5583
TE_00002020#MITE/DTT	236	3760	15.93	3	31
TE_00002021#MITE/DTM	97	470	4.85	4	6
TE_00002023_INT#LTR/Gypsy	791	753980	953.20	3	3213
TE_00002024_INT#LTR/Gypsy	2011	4658737	2316.63	0	8345
TE_00002025_INT#LTR/Copia	4477	623969	139.37	1	669
TE_00002027_INT#LTR/Gypsy	2431	4129505	1698.69	0	4264
TE_00002029_INT#LTR/Gypsy	491	278083	566.36	0	1495
TE_00002031#MITE/DTA	172	6667	38.76	21	77
TE_00002032#DNA/DTT	1282	8842	6.90	0	77
TE_00002033#DNA/Helitron	442	5304	12.00	1	33
TE_00002035_INT#LTR/Gypsy	1829	10247185	5602.62	2	17355
TE_00002036#DNA/DTT	3552	192725	54.26	2	210
TE_00002037_INT#LTR/Gypsy	4587	73204	15.96	1	46
TE_00002038#MITE/DTH	138	4302	31.17	17	38
TE_00002039#DNA/DTT	1213	9118	7.52	0	63
TE_00002041_LTR#LTR/Gypsy	383	122083	318.75	5	1224
TE_00002042_LTR#LTR/Copia	162	2565	15.83	6	20
TE_00002043_INT#LTR/Copia	4632	1169999	252.59	0	653
TE_00002044#MITE/DTM	253	5156	20.38	2	39
TE_00002045_INT#LTR/Gypsy	10625	5229616	492.20	0	9610
TE_00002047#MITE/DTM	87	847	9.74	6	12
TE_00002048#MITE/DTM	259	34982	135.07	3	254
TE_00002049#DNA/DTM	1160	114028	98.30	0	664
TE_00002050#DNA/DTM	1096	40072	36.56	2	119
TE_00002051#DNA/Helitron	215	1119	5.20	0	19
TE_00002052_LTR#LTR/Copia	168	7897	47.01	4	55
TE_00002053#DNA/DTC	3655	123316	33.74	2	100
TE_00002054_INT#LTR/Copia	4684	120318	25.69	1	53
TE_00002055#DNA/DTH	1246	26526	21.29	1	65
TE_00002056#DNA/DTH	1206	46892	38.88	2	141
TE_00002057#DNA/DTC	2536	9501311	3746.57	2	6699
TE_00002058#DNA/DTH	1992	1053969	529.10	1	1870
TE_00002059#DNA/DTH	2281	21989	9.64	0	26
TE_00002060#DNA/DTC	1221	113336	92.82	0	452
TE_00002061_INT#LTR/Copia	6154	5749244	934.23	68	4518
TE_00002062#DNA/DTT	1652	35442	21.45	0	95
TE_00002064_LTR#LTR/Gypsy	1175	2251574	1916.23	49	9571
TE_00002065#DNA/DTT	2844	5603	1.97	0	11
TE_00002066_INT#LTR/Gypsy	4574	230795	50.46	2	113
TE_00002067#DNA/DTH	1162	138937	119.57	0	358
TE_00002070_INT#LTR/Copia	4553	135089	29.67	1	257
TE_00002071_INT#LTR/Gypsy	3333	2807731	842.40	3	2642
TE_00002072#MITE/DTA	545	213699	392.11	159	567
TE_00002075_LTR#LTR/Gypsy	4024	3490964	867.54	83	2142
TE_00002076_INT#LTR/Gypsy	352	311475	884.87	0	1536
TE_00002077_INT#LTR/Gypsy	11886	30800035	2591.29	151	24385
TE_00002078#MITE/DTH	153	3666	23.96	0	28
TE_00002080_LTR#LTR/Gypsy	4092	7044045	1721.42	145	7894
TE_00002082#MITE/DTC	488	159795	327.45	0	771
TE_00002083_LTR#LTR/Copia	122	10504	86.10	20	133
TE_00002084_INT#LTR/Gypsy	6470	11733796	1813.57	2	4681
TE_00002085#DNA/DTH	1795	186125	103.69	2	484
TE_00002086_INT#LTR/Gypsy	1900	3542668	1864.56	0	7168
TE_00002088#DNA/DTT	1674	4743594	2833.69	2	7738
TE_00002089#DNA/Helitron	518	663895	1281.65	224	2300
TE_00002090#DNA/DTH	1717	295422	172.06	11	512
TE_00002091#DNA/Helitron	2081	132397	63.62	9	124
TE_00002092_INT#LTR/Gypsy	4896	4842316	989.04	0	4037
TE_00002093#MITE/DTT	94	776	8.26	2	17
TE_00002094_INT#LTR/Gypsy	80	994	12.43	0	29
TE_00002095#DNA/DTC	4515	50578	11.20	0	129
TE_00002096#DNA/DTT	2255	16410	7.28	0	24
TE_00002097_LTR#LTR/Gypsy	4125	4597169	1114.47	29	12888
TE_00002098#MITE/DTT	228	3615	15.86	1	30
TE_00002099_LTR#LTR/Gypsy	4053	1986493	490.13	12	3838
TE_00002100#DNA/Helitron	4060	31573	7.78	0	144
TE_00002101#MITE/DTT	85	322	3.79	2	5
TE_00002102#DNA/DTT	820	35281	43.03	1	420
TE_00002103#DNA/DTT	2536	33129	13.06	0	84
TE_00002104#DNA/Helitron	876	68044	77.68	0	321
TE_00002105_INT#LTR/Copia	293	14611	49.87	0	162
TE_00002107_LTR#LTR/Gypsy	3912	9511337	2431.32	67	20962
TE_00002108_INT#LTR/Copia	5775	169521	29.35	0	786
TE_00002110#MITE/DTM	364	130124	357.48	31	693
TE_00002111_LTR#LTR/Gypsy	4231	7437926	1757.96	41	7427
TE_00002112#MITE/DTA	184	20919	113.69	46	144
TE_00002113_INT#LTR/Copia	6281	6463232	1029.01	0	5737
TE_00002115_INT#LTR/Gypsy	99	53741	542.84	248	638
TE_00002116#DNA/DTA	1132	21556	19.04	3	192
TE_00002117#MITE/DTT	337	44075	130.79	18	262
TE_00002118_INT#LTR/Gypsy	1731	10579	6.11	0	13
TE_00002119#DNA/DTC	2802	1678300	598.97	0	1356
TE_00002120#DNA/DTC	1005	111189	110.64	2	459
TE_00002121_INT#LTR/Gypsy	1350	2301542	1704.85	0	5680
TE_00002122#MITE/DTM	188	32425	172.47	10	343
TE_00002123_INT#LTR/Gypsy	208	394342	1895.88	1	2553
TE_00002124#DNA/DTM	1141	113795	99.73	3	612
TE_00002125#DNA/DTC	1039	400575	385.54	0	1995
TE_00002126_INT#LTR/Copia	4789	462342	96.54	4	1243
TE_00002127_LTR#LTR/Gypsy	1003	4382478	4369.37	502	5751
TE_00002128#DNA/DTH	1142	21955	19.23	1	658
TE_00002129#DNA/DTC	175	24436	139.63	3	211
TE_00002130#DNA/Helitron	9570	356809	37.28	0	732
TE_00002131#DNA/Helitron	10848	727858	67.10	0	705
TE_00002132#DNA/Helitron	334	50318	150.65	39	195
TE_00002133#DNA/DTT	2393	167653	70.06	0	489
TE_00002134#DNA/DTC	1118	173112	154.84	0	691
TE_00002135_LTR#LTR/Copia	1444	4600282	3185.79	27	9722
TE_00002136_INT#LTR/Gypsy	2257	2693156	1193.25	1	3469
TE_00002137#DNA/DTM	3515	24476	6.96	0	22
TE_00002138#DNA/DTT	849	25381	29.90	1	167
TE_00002139#DNA/DTM	709	36924	52.08	16	131
TE_00002140#DNA/DTH	531	9652	18.18	0	105
TE_00002141#DNA/Helitron	2478	42745	17.25	0	47
TE_00002142#DNA/DTC	1068	3584	3.36	0	10
TE_00002143_INT#LTR/Gypsy	2220	4145380	1867.29	3	6898
TE_00002144_LTR#LTR/Gypsy	945	625883	662.31	246	1161
TE_00002145#DNA/DTM	1009	92434	91.61	8	149
TE_00002146_INT#LTR/Gypsy	384	462577	1204.63	0	2129
TE_00002147_INT#LTR/Gypsy	801	2578167	3218.69	0	5979
TE_00002149#MITE/DTT	209	34758	166.31	7	404
TE_00002150_LTR#LTR/Copia	228	6184	27.12	3	41
TE_00002151_LTR#LTR/Copia	246	1541626	6266.77	48	7125
TE_00002152#DNA/DTT	2054	39723	19.34	0	200
TE_00002153#DNA/DTM	1764	12096	6.86	1	32
TE_00002154_INT#LTR/Gypsy	114	229	2.01	0	5
TE_00002156#DNA/DTC	221	2263	10.24	0	22
TE_00002157#DNA/DTM	670	30639	45.73	9	271
TE_00002158#DNA/Helitron	604	14345	23.75	1	172
TE_00002159_LTR#LTR/Gypsy	4150	3814730	919.21	32	4584
TE_00002161#DNA/DTC	1127	99937	88.68	0	246
TE_00002162#MITE/DTT	109	106	0.97	0	2
TE_00002163_INT#LTR/Gypsy	6426	7051747	1097.38	0	4748
TE_00002164_LTR#LTR/Copia	304	274612	903.33	312	1125
TE_00002165_LTR#LTR/Copia	226	2438	10.79	1	16
TE_00002166#MITE/DTT	229	9473	41.37	2	149
TE_00002168#MITE/DTT	437	60812	139.16	1	605
TE_00002170#DNA/Helitron	6488	123201	18.99	0	227
TE_00002171#DNA/DTH	704	17614	25.02	1	45
TE_00002174_INT#LTR/Copia	9715	43985322	4527.57	12	10153
TE_00002175_LTR#LTR/Gypsy	989	540656	546.67	85	1642
TE_00002176_INT#LTR/Copia	85	2293	26.98	3	41
TE_00002177#DNA/DTA	755	11176	14.80	5	31
TE_00002178#MITE/DTA	83	690	8.31	5	9
TE_00002179_LTR#LTR/Gypsy	4168	26890553	6451.67	208	17580
TE_00002180_INT#LTR/Gypsy	1382	373618	270.35	0	698
TE_00002182_LTR#LTR/Copia	194	7551	38.92	13	93
TE_00002183#DNA/DTA	611	252484	413.23	166	518
TE_00002184_INT#LTR/Gypsy	1881	5562998	2957.47	3	7712
TE_00002185_LTR#LTR/Gypsy	357	6753	18.92	3	30
TE_00002186_INT#LTR/Gypsy	4164	5518805	1325.36	4	7982
TE_00002188#MITE/DTT	139	6411	46.12	2	94
TE_00002189#DNA/Helitron	236	701	2.97	0	6
TE_00002190_LTR#LTR/Gypsy	2891	9371196	3241.51	39	13229
TE_00002192#MITE/DTT	179	473813	2647.00	37	5061
TE_00002193#DNA/DTH	2214	2395138	1081.81	0	1561
TE_00002194#MITE/DTM	521	38120	73.17	3	166
TE_00002196#DNA/DTC	3403	65649	19.29	3	123
TE_00002197_INT#LTR/Gypsy	662	410304	619.79	8	1356
TE_00002198#MITE/DTH	189	15141	80.11	0	239
TE_00002199#DNA/DTH	989	37704	38.12	0	269
TE_00002202#DNA/DTT	1812	66588	36.75	0	168
TE_00002205#DNA/DTA	2224	57738	25.96	3	68
TE_00002207#DNA/DTM	784	28133	35.88	3	86
TE_00002208_LTR#LTR/Gypsy	635	2259091	3557.62	8	5248
TE_00002209_LTR#LTR/Copia	135	8084112	59882.31	6273	90055
TE_00002210_INT#LTR/Gypsy	116	27654	238.40	63	455
TE_00002211_INT#LTR/Copia	4363	242800	55.65	2	107
TE_00002212_INT#LTR/Gypsy	198	136817	690.99	0	1113
TE_00002213#DNA/DTM	496	9628	19.41	0	47
TE_00002214_INT#LTR/Gypsy	404	774440	1916.93	0	4227
TE_00002215#DNA/DTH	2734	28024	10.25	0	24
TE_00002216#DNA/DTT	974	8480	8.71	1	82
TE_00002217#MITE/DTA	177	11162	63.06	37	85
TE_00002218#MITE/DTA	178	8045	45.20	29	54
TE_00002219_INT#LTR/Gypsy	8540	6833499	800.18	1	7673
TE_00002220#MITE/DTT	303	102057	336.82	61	515
TE_00002221#DNA/Helitron	3745	64593	17.25	1	103
TE_00002222#DNA/DTT	3438	76330	22.20	0	422
TE_00002223#MITE/DTT	173	6481	37.46	0	72
TE_00002224_INT#LTR/Gypsy	6189	3794324	613.08	26	2756
TE_00002225#DNA/DTA	608	14395	23.68	6	53
TE_00002226_INT#LTR/Gypsy	102	263478	2583.12	17	3020
TE_00002227#MITE/DTM	401	284589	709.70	0	1101
TE_00002228#DNA/Helitron	310	4813	15.53	0	58
TE_00002229_INT#LTR/Gypsy	5993	3653157	609.57	0	2620
TE_00002230#DNA/DTC	1270	488827	384.90	1	1525
TE_00002231_INT#LTR/Copia	4513	51387	11.39	0	105
TE_00002232_INT#LTR/Copia	4436	420920	94.89	4	248
TE_00002233_INT#LTR/Copia	4524	356910	78.89	3	219
TE_00002234_INT#LTR/Gypsy	2352	5466525	2324.20	0	6254
TE_00002235#MITE/DTC	508	11896	23.42	1	367
TE_00002237#DNA/DTM	842	1757426	2087.20	1010	2842
TE_00002238#DNA/DTT	1033	21550	20.86	0	148
TE_00002239_INT#LTR/Gypsy	865	556301	643.12	0	1745
TE_00002240#MITE/DTT	348	3914	11.25	2	22
TE_00002241#DNA/DTT	673	73371	109.02	0	1774
TE_00002242_INT#LTR/Gypsy	4397	228673	52.01	3	73
TE_00002243_LTR#LTR/Copia	147	102112	694.64	107	838
TE_00002244#DNA/DTT	2394	192316	80.33	0	1622
TE_00002245#DNA/DTA	729	18991	26.05	8	38
TE_00002246#DNA/DTC	744	689856	927.23	1	5138
TE_00002247#MITE/DTT	131	25973	198.27	62	327
TE_00002248_INT#LTR/Gypsy	5653	2203214	389.74	2	2805
TE_00002250#DNA/DTH	809	133170	164.61	3	548
TE_00002252#DNA/DTC	3592	46278	12.88	1	62
TE_00002253#DNA/DTC	1311	1121430	855.40	36	2398
TE_00002254#DNA/DTC	2814	76446	27.17	3	173
TE_00002255#DNA/DTA	4324	165451	38.26	6	78
TE_00002256#DNA/DTH	1139	37267	32.72	1	106
TE_00002257_LTR#LTR/Gypsy	599	16673	27.83	12	68
TE_00002258#DNA/DTC	2220	411198	185.22	1	649
TE_00002259#DNA/DTC	3636	5198877	1429.83	3	4601
TE_00002260#MITE/DTT	293	3169	10.82	2	28
TE_00002261_INT#LTR/Gypsy	409	105859	258.82	0	892
TE_00002262#DNA/Helitron	1485	683365	460.18	0	2228
TE_00002263_LTR#LTR/Gypsy	263	8858	33.68	3	124
TE_00002265_INT#LTR/Copia	1230	659380	536.08	2	1216
TE_00002266_LTR#LTR/Gypsy	1052	137256	130.47	7	333
TE_00002267#DNA/DTT	3133	150357	47.99	0	691
TE_00002269#DNA/Helitron	789	16012	20.29	4	97
TE_00002271#DNA/DTT	4247	17429173	4103.88	1	8574
TE_00002272_INT#LTR/Gypsy	2551	3418867	1340.21	1	4685
TE_00002273#DNA/Helitron	1934	21771	11.26	0	52
TE_00002275_INT#LTR/Gypsy	3634	3884613	1068.96	0	2684
TE_00002276_INT#LTR/Gypsy	2328	176919	76.00	2	761
TE_00002277#DNA/DTH	913	85255	93.38	9	267
TE_00002278#MITE/DTC	191	2540	13.30	0	56
TE_00002279#DNA/Helitron	1639	12122	7.40	1	58
TE_00002280#MITE/DTH	459	20979	45.71	13	64
TE_00002281#DNA/DTC	3263	28204	8.64	0	37
TE_00002282#MITE/DTA	194	5522	28.46	7	39
TE_00002283_INT#LTR/Gypsy	11083	21044772	1898.83	10	10876
TE_00002284#DNA/DTM	1765	15051	8.53	0	65
TE_00002286#DNA/Helitron	4354	138545	31.82	1	165
TE_00002287_INT#LTR/Gypsy	171	31582	184.69	59	270
TE_00002288#DNA/DTT	3687	39202	10.63	0	207
TE_00002289#MITE/DTA	166	12176	73.35	47	107
TE_00002290#DNA/DTT	2232	19563	8.76	0	88
TE_00002291_INT#LTR/Gypsy	1643	3377273	2055.55	0	8165
TE_00002293_INT#LTR/Gypsy	1551	480702	309.93	0	1087
TE_00002294#DNA/DTM	825	13847	16.78	5	64
TE_00002295#MITE/DTT	348	225039	646.66	0	1506
TE_00002298#MITE/DTA	88	4462	50.70	7	85
TE_00002300#DNA/DTT	3429	79686	23.24	1	54
TE_00002301#DNA/DTM	1271	48310	38.01	5	423
TE_00002302_LTR#LTR/Gypsy	873	830395	951.20	215	2005
TE_00002303_INT#LTR/Gypsy	1253	3157854	2520.23	0	5253
TE_00002304_INT#LTR/Gypsy	1253	4979709	3974.23	570	7949
TE_00002305#MITE/DTT	335	4518	13.49	1	21
TE_00002306#DNA/Helitron	2276	14215	6.25	0	41
TE_00002307#DNA/DTH	209	3756	17.97	0	31
TE_00002310_INT#LTR/Gypsy	3396	7452906	2194.61	57	5847
TE_00002313_INT#LTR/Copia	1783	6005025	3367.93	0	10415
TE_00002314_INT#LTR/Gypsy	3050	1890422	619.81	0	2092
TE_00002315_INT#LTR/Gypsy	348	340711	979.05	2	2297
TE_00002316_LTR#LTR/Gypsy	1239	5106906	4121.80	388	9290
TE_00002318_LTR#LTR/Copia	3778	12070415	3194.92	11	20627
TE_00002319#DNA/DTM	1127	77628	68.88	0	123
TE_00002320#DNA/DTC	2960	1851532	625.52	6	2512
TE_00002321#MITE/DTT	259	3143	12.14	5	16
TE_00002323_LTR#LTR/Gypsy	4250	52021765	12240.42	17	49467
TE_00002324#DNA/Helitron	107	1394	13.03	0	19
TE_00002325_LTR#LTR/Copia	1727	29717808	17207.76	1903	66832
TE_00002326#DNA/DTH	2140	1162004	542.99	8	1258
TE_00002327#MITE/DTT	85	1576	18.54	1	50
TE_00002330_INT#LTR/Copia	1837	3721273	2025.73	115	4348
TE_00002331_LTR#LTR/Copia	1505	2420234	1608.13	60	4506
TE_00002332#DNA/DTC	3611	113847	31.53	9	332
TE_00002333#MITE/DTT	98	426	4.35	2	9
TE_00002334#DNA/DTH	1048	28189	26.90	1	345
TE_00002335#DNA/DTT	3879	29263	7.54	0	114
TE_00002336#DNA/DTT	2078	23414	11.27	0	69
TE_00002337_LTR#LTR/Copia	138	42143	305.38	173	354
TE_00002338_INT#LTR/Copia	370	18496	49.99	0	144
TE_00002340_INT#LTR/Gypsy	1674	1555960	929.49	3	2477
TE_00002341#DNA/DTH	2328	131314	56.41	1	250
TE_00002342_INT#LTR/Gypsy	1357	2810236	2070.92	8	5565
TE_00002343#DNA/DTM	2020	26791	13.26	0	48
TE_00002344#DNA/DTA	984	15202	15.45	3	59
TE_00002345#DNA/DTH	1712	837652	489.28	4	877
TE_00002346#DNA/DTC	1359	214179	157.60	0	323
TE_00002347#MITE/DTA	179	8605	48.07	1	72
TE_00002348#MITE/DTT	383	47124	123.04	0	872
TE_00002349_INT#LTR/Gypsy	4195	7663668	1826.86	0	4047
TE_00002350_INT#LTR/Gypsy	5363	8928116	1664.76	0	5888
TE_00002351_INT#LTR/Gypsy	154	56866	369.26	0	453
TE_00002352_LTR#LTR/Copia	118	10932	92.64	43	122
TE_00002353_INT#LTR/Copia	184	491	2.67	0	5
TE_00002354_INT#LTR/Gypsy	263	87420	332.40	22	478
TE_00002355#DNA/Helitron	2468	18436	7.47	0	89
TE_00002356#MITE/DTA	157	1460	9.30	4	17
TE_00002357#DNA/DTH	1152	91716	79.61	1	459
TE_00002358#DNA/Helitron	5175	146985	28.40	0	93
TE_00002360_INT#LTR/Gypsy	2698	3150974	1167.89	0	3230
TE_00002361_LTR#LTR/Copia	283	7954	28.11	8	36
TE_00002362_LTR#LTR/Copia	1172	29247931	24955.57	0	41332
TE_00002363_INT#LTR/Copia	1807	5870080	3248.52	70	12770
TE_00002364_INT#LTR/Gypsy	1906	2869985	1505.76	0	4553
TE_00002365#DNA/DTA	1396	87584	62.74	7	251
TE_00002366_INT#LTR/Copia	3435	1614277	469.95	0	1955
TE_00002367#DNA/DTA	1131	38545	34.08	3	165
TE_00002368_LTR#LTR/Gypsy	1020	691810	678.25	26	2273
TE_00002370#MITE/DTC	423	115452	272.94	10	438
TE_00002371_INT#LTR/Copia	1887	4042092	2142.07	0	5662
TE_00002372#DNA/Helitron	8981	342542	38.14	0	465
TE_00002373#DNA/DTC	896	8298	9.26	1	24
TE_00002374_INT#LTR/Gypsy	2866	1697036	592.13	0	3634
TE_00002375_INT#LTR/Gypsy	7355	20017930	2721.68	3	16987
TE_00002376_INT#LTR/Gypsy	9004	27271822	3028.86	22	8950
TE_00002377#MITE/DTT	124	417468	3366.68	1906	3963
TE_00002378#DNA/Helitron	8664	103460535	11941.43	1	47385
TE_00002379#DNA/DTA	660	211771	320.87	0	490
TE_00002382#MITE/DTT	137	807	5.89	3	18
TE_00002383#DNA/DTH	1836	363865	198.18	7	605
TE_00002384_INT#LTR/Gypsy	469	1008708	2150.76	0	3473
TE_00002385#DNA/DTM	1325	17718	13.37	1	81
TE_00002386_LTR#LTR/Copia	166	1548	9.33	2	15
TE_00002387#MITE/DTT	376	7036	18.71	12	30
TE_00002388_INT#LTR/Gypsy	3710	617631	166.48	0	3408
TE_00002389_LTR#LTR/Gypsy	4055	2624614	647.25	18	2512
TE_00002390_INT#LTR/Gypsy	3565	26854044	7532.69	0	21914
TE_00002391#MITE/DTT	287	2587	9.01	2	16
TE_00002393#DNA/DTC	3770	18164144	4818.08	6	39195
TE_00002394_LTR#LTR/Gypsy	771	8230171	10674.67	733	37882
TE_00002395_INT#LTR/Gypsy	928	2079849	2241.22	0	12189
TE_00002396#DNA/DTA	2226	125143	56.22	2	161
TE_00002397#DNA/DTM	1440	810760	563.03	108	840
TE_00002399_LTR#LTR/Copia	1085	2778444	2560.78	73	5917
TE_00002400#DNA/DTM	1712	64317	37.57	0	116
TE_00002401#DNA/Helitron	668	26184	39.20	1	206
TE_00002403#DNA/Helitron	271	6761	24.95	11	76
TE_00002404#DNA/DTC	2113	1064934	503.99	3	1558
TE_00002405#MITE/DTA	190	5498	28.94	6	41
TE_00002406#DNA/DTT	2779	36535	13.15	0	252
TE_00002407#DNA/DTT	332	418264	1259.83	4	3743
TE_00002408_INT#LTR/Gypsy	2198	6011086	2734.80	266	6931
TE_00002409#DNA/DTH	1778	328545	184.78	0	507
TE_00002410#DNA/Helitron	1186	18414070	15526.20	546	33505
TE_00002411_INT#LTR/Gypsy	1194	2945319	2466.77	1	6645
TE_00002412_LTR#LTR/Gypsy	274	129514	472.68	3	1774
TE_00002413#MITE/DTH	460	2658	5.78	1	16
TE_00002415#DNA/DTC	3968	1934373	487.49	8	3168
TE_00002416#DNA/DTC	2713	30760	11.34	1	87
TE_00002417#DNA/DTT	931	13091	14.06	4	21
